number,kind,title,category,evidence,linked_fix_prs,status
9340,issue,test flake: Fail in goroutine after TestProvisionerd/InstantClose has completed,concurrency/race,"test flake: Fail in goroutine after TestProvisionerd/InstantClose has completed ``` # on main@3b1ecd3c2 $ go test -race -count=100 ./provisionerd/ panic: Fail in goroutine after TestProvisionerd/InstantClose has completed goroutine 1605 [running]: testing.(*common).Fail(0xc00064f6c0) /nix/store/l9n531fcx4grk3wvfbigya3p66scj61h-go-1.20.6/share/go/src/testing/testing.go:933 +0x1a8 testing.(*common).Error(0xc00064f6c0, …",#9709,closed; linked_fix_merged
9341,issue,test flake: agent/reaper TestReap: no child processes,timing/eventual consistency,"…k exec: %w"", err) } go catchSignals(pid, opts.CatchSignals) var wstatus syscall.WaitStatus // test flake: agent/reaper TestReap: no child processes ``` === Failed === FAIL: agent/reaper TestReap (0.00s) reaper_test.go:40: Error Trace: /home/cian/src/coder/coder/agent/reaper/reaper_test.go:40 Error: Received unexpected error: no child processes Test: TestReap ``` I think I just got lucky here between: ``` pid, err := …",,closed
9345,issue,test flake: many e2e test failures,networking/proxy/websocket,"…orkspace-create-workspace-with-default-mutable-parameters-tests - outdatedAgent-ssh-with-agent-v0-14-0-2f58c4-tests - startWorkspace-start-workspace-with-ephemeral-parameters-tests I have a feeling that all of these have the same root cause, a pending build, which is never picked up. <img width=""952"" alt=""Screenshot 2023-08-28 at 14 15 53"" src=""https://github.com/coder/coder/assets/14044910/892ae925-3147-477b-ba11-9a…",,closed
9379,issue,flake: TempDir RemoveAll cleanup fails to remove temporary directories in tests occassionally,workspace/agent lifecycle,… (0.19s) t.go:85: 2023-08-28 09:27:38.969 [debu] workspaceapps.stats_collector: workspace app stats collector started t.go:85: 2023-08-28 09:27:38.970 [debu] metrics_cache: deployment stats metrics refreshed took=11.583µs interval=5m0s t.go:85: 2023-08-28 09:27:38.970 [debu] metrics_ flake: TempDir RemoveAll cleanup fails to remove temporary directories in tests occassionally seen in https://github.com/coder/coder/ac…,,closed
9400,issue,test flake TestWorkspace/Rename,resource exhaustion/timeout,"…two dashes as a special sequence in DevURLs? Anyway, when the workspace name is too long, we trim it down, but sometimes the trimming can leave a `-` at the end, which we then add `-test` to, and validation fails.",,closed
9418,issue,test flake: enterprise/tailnet TestPGCoordinator_MultiAgent,networking/proxy/websocket,test flake: enterprise/tailnet TestPGCoordinator_MultiAgent Seen here: https://github.com/coder/coder/actions/runs/6018353826/job/16326384384?pr=9414 ``` === Failed === FAIL: enterprise/tailnet TestPGCoordinator_MultiAgent (2.27s) t.go:85: 2023-08-29 22:55:56.395 [debu] coord1.pgcoord: cleaned up old coordinators coordinator_id=a1c998d5-c3a2-4bed-a413-9ed73641f0b2 t.go:85: 2023-08-29 22:55:56.406 [debu] coord1.pgcoor…,,closed
9419,issue,test flake: coderd TestPostWorkspaceBuild/NoTemplateVersion,workspace/agent lifecycle,test flake: coderd TestPostWorkspaceBuild/NoTemplateVersion Seen in https://github.com/coder/coder/actions/runs/6018071961/job/16325609263#step:5:252 <details> <summary>Logs</summary> ```console === Failed === FAIL: coderd TestPostWorkspaceBuild/NoTemplateVersion (1.74s) t.go:85: 2023-08-29 22:17:59.270 [debu] workspaceapps.stats_collector: workspace app stats collector started t.go:85: 2023-08-29 22:17:59.295 [debu]…,,closed
9420,issue,test flake: scaletest/createworkspaces Test_Runner/CleanupPendingBuild,workspace/agent lifecycle,… (1.51s) t.go:85: 2023-08-29 20:26:29.616 [debu] workspaceapps.stats_collector: workspace app stats collector started t.go:85: 2023-08-29 20:26:29.622 [debu] provisionerd: successfully connected to coderd t.go:85: 2023-08-29 20:26:29.648 [debu] metrics_cache: deployment stats metrics r test flake: scaletest/createworkspaces Test_Runner/CleanupPendingBuild Seen in https://github.com/coder/coder/actions/runs/6017141032…,,closed
9422,issue,test flake: enterprise/wsproxy TestWorkspaceProxyWorkspaceApps_Wsconncache/ReconnectingPTY,workspace/agent lifecycle,test flake: enterprise/wsproxy TestWorkspaceProxyWorkspaceApps_Wsconncache/ReconnectingPTY Seen in https://github.com/coder/coder/actions/runs/6006900082/job/16292158168#step:5:674 test flake: enterprise/wsproxy TestWorkspaceProxyWorkspaceApps_Wsconncache/ReconnectingPTY Seen in https://github.com/coder/coder/actions/runs/6006900082/job/16292158168#step:5:674 I'm pretty sure this was fixed by https://github.com/coder…,,closed
9424,issue,test flake: test-e2e tests/createWorkspace.spec.ts:105:5 › create workspace and overwrite default parameters ,browser/e2e/playwright,test flake: test-e2e tests/createWorkspace.spec.ts:105:5 › create workspace and overwrite default parameters seen in https://github.com/coder/coder/actions/runs/6015567350/job/16317708669#step:10:2912 <details> <summary>Details</summary> ```console 1) [tests] › tests/createWorkspace.spec.ts:105:5 › create workspace and overwrite default parameters Test timeout of 60000ms exceeded. Error: page.waitForSelector: Target …,,closed
9425,issue,"test flake: test-e2e tests/updateWorkspace.spec.ts:65:5 › update workspace, new required, mutable parameter added",browser/e2e/playwright,"test flake: test-e2e tests/updateWorkspace.spec.ts:65:5 › update workspace, new required, mutable parameter added Seen in: https://github.com/coder/coder/actions/runs/6015567350/job/16317708669#step:10:2942 <details> <summary>Logs</summary> ```console 2) [tests] › tests/updateWorkspace.spec.ts:65:5 › update workspace, new required, mutable parameter added Test timeout of 60000ms exceeded. Error: page.goto: net::ERR_A…",,closed
9426,issue,test flake: test-e2e webServer is not accessible,browser/e2e/playwright,test flake: test-e2e webServer is not accessible Seen in: https://github.com/coder/coder/actions/runs/6015567350/job/16317708669#step:10:2972 <details> <summary>Details</summary> ```console 3) [tests] › tests/updateWorkspace.spec.ts:107:5 › update workspace with ephemeral parameter enabled Test timeout of 60000ms exceeded. Error: page.goto: net::ERR_ABORTED; maybe frame was detached? =========================== logs …,,closed
9432,issue,flake: TestDERPEndToEnd,networking/proxy/websocket,"flake: TestDERPEndToEnd https://github.com/coder/coder/actions/runs/6023363981/job/16339968302?pr=9427 ``` wsproxy_test.go:450: Error Trace: /home/runner/actions-runner/_work/coder/coder/enterprise/wsproxy/wsproxy_test.go:450 Error: Received unexpected error: context deadline exceeded Test: TestDERPEndToEnd t.go:85: 2023-08-30 10:02:01.379 [debu] client: failed to decode derp map error=""failed to get reader: context …",,closed
9546,issue,test flake: TestPatchTemplateMeta/Modified,workspace/agent lifecycle,…val=5m0s t.go:85: 2023-09-06 10:46:10.269 [debu] workspaceapps.stats_collector: workspace app stats collector started t.go:85: 2023-09-0 test flake: TestPatchTemplateMeta/Modified Seen here: https://github.com/coder/coder/actions/runs/6096050093/job/16540816865?pr=9522#step:5:261 Failed under race detector (but not a data race) <details> <summary>Logs:</summary> ``` === Failed === FAIL: coderd TestPatchTemplateMeta/M…,,closed
9661,issue,test flake: scaletest/workspacetraffic TestRun/PTY,workspace/agent lifecycle,"test flake: scaletest/workspacetraffic TestRun/PTY ``` run_test.go:123: read errors: 0 run_test.go:124: write errors: 0 run_test.go:125: bytes read total: 1170 run_test.go:126: bytes written total: 1036 run_test.go:136: Error Trace: /home/runner/actions-runner/_work/coder/coder/scaletest/workspacetraffic/run_test.go:136 Error: Should not be zero, but was 0 Test: TestRun/PTY ``` https://github.com/coder/coder/actions/…",,closed
9665,issue,test flake: TestWorkspaceFilterManual,workspace/agent lifecycle,…val=5m0s t.go:85: 2023-09-13 14:05:47.081 [debu] workspaceapps.stats_collector: workspace app stats collector started t.go:85: 2023-09-13 14:05:47.084 [info] inmem-provisionerd-zen_william test flake: TestWorkspaceFilterManual Seen here: https://github.com/coder/coder/actions/runs/6173558359/job/16756210316?pr=9652 <details> <summary>Failure output:</summary> <code>=== FAIL: coderd TestWorkspaceFilterManual/FilterQue…,,closed
9695,issue,test flake: TestUpdateValidateRichParameters/ValidateBool (windows),workspace/agent lifecycle,"…lect, 9 minutes]: 2023-09-15T10:59:33.9152190Z github.com/coder/coder/v2/coderd/autobuild.(*Executor).Run.func1() 2023-09-15T10:59:33.9152662Z C:/a/coder/coder/coderd/autobuild/lifecycle_executor.go:68 +0x276 2023-09-15T10:59:33.9153010Z created by github.com/coder/coder/v2/coderd/autobuild.(*Executor).Run 2023-09-15T10:59:33.9153317Z C:/a/coder/coder/coderd/autobuild/lifecycle_executor.go:66 +0x56 2023-09-15T10:59:3…",,closed
9719,issue,test flake: codersdk/agentsdk TestStartupLogsSender/context_canceled_during_flush ,workspace/agent lifecycle,"…""hello world"", + Level: (codersdk.LogLevel) (len=4) ""info"", + Source: (codersdk.WorkspaceAgentLogSource) """" + } +} Test: TestStartupLogsSender/context_canceled_during_flush ``` https://github.com/coder/coder/actions/runs/6481807999/job/17600059879",,closed
9721,issue,test flake: TestWorkspaceAgentStartupLogs/Close_logs_on_outdated_build,workspace/agent lifecycle,test flake: TestWorkspaceAgentStartupLogs/Close_logs_on_outdated_build TestWorkspaceAgentStartupLogs/Close_logs_on_outdated_build ``` workspaceagents_test.go:419: Error Trace: C:/a/coder/coder/coderd/workspaceagents_test.go:419 Error: context done while waiting for logs close Test: TestWorkspaceAgentStartupLogs/Close_logs_on_outdated_build ``` https://github.com/coder/coder/actions/runs/6219337218/job/16877236793?pr=…,,closed
9744,issue,test flake: TestWorkspaceAgentTailnetDirectDisabled,resource exhaustion/timeout,…oder/coder/coderd/workspaceagents_test.go:708 Error: Received unexpected error: context deadline exceeded Test: TestWorkspaceAgentTailnetDirectDisabled ``` https://github.com/coder/coder/actions/runs/6220659445/job/16881112433?pr=9717 test flake: TestWorkspaceAgentTailnetDirectDisabled ``` workspaceagents_test.go:708: Error Trace: /Users/runner/work/coder/coder/coderd/workspaceagents_test.go:708 Error: Received unexp…,,closed
9745,issue,test flake: TestTunnel/V2,networking/proxy/websocket,test flake: TestTunnel/V2 ``` tunnel_test.go:208: Error Trace: /home/runner/actions-runner/_work/coder/coder/coderd/devtunnel/tunnel_test.go:208 /home/runner/actions-runner/_work/coder/coder/coderd/devtunnel/tunnel_test.go:76 Error: Received unexpected error: start wireguard device: github.com/coder/wgtunnel/tunneld.New /home/runner/go/pkg/mod/github.com/coder/wgtunnel@v0.1.5/tunneld/tunneld.go:64 - listen udp6 :4777…,,closed
9747,issue,test flake: TestDERPHeaders,networking/proxy/websocket,"test flake: TestDERPHeaders ``` root_test.go:197: 2023-09-18 11:06:59.726: cmd: read error: match deadline exceeded: context deadline exceeded (wanted ""pong from loving-kowalevski7-nAG""; got ""ping to \""loving-kowalevski7-nAG\"" timed out \r\n"") root_test.go:197: Error Trace: /home/runner/actions-runner/_work/coder/coder/pty/ptytest/ptytest.go:347 /home/runner/actions-runner/_work/coder/coder/pty/ptytest/ptytest.go:177…",,closed
9748,issue,test flake: TestUpdateValidateRichParameters/ParameterOptionChanged,workspace/agent lifecycle,…d t.go:85: 2023-09-18 11:48:08.458 [debu] GET host=localhost:38407 path=/api/v2/workspacebuilds/7ba7e28a-731d-43d8-8227-[541](https://github.com/coder/coder/actions/runs/6221932508/job/16884861380?pr=9717#step:5:542)aa6dab5d1/parameters proto=HTTP/1.1 remote_addr=127.0.0.1 took=292.951µs status_code=200 latency_ms=0 request_id=2b09e60d-635e-42f8-a2eb-9135b0ba8387 t.go:85: 2023-09-18 11:48:08.459 [debu] GET host=local…,,closed
9761,issue,flake: TestTailnet/Connect,networking/proxy/websocket,flake: TestTailnet/Connect ``` === FAIL: tailnet TestTailnet/Connect (0.16s) conn_test.go:60: Error Trace: /home/runner/actions-runner/_work/coder/coder/tailnet/conn_test.go:60 /home/runner/actions-runner/_work/coder/coder/tailnet/conn.go:837 /opt/hostedtoolcache/go/1.20.7/x64/src/runtime/asm_amd64.s:1598 Error: Received unexpected error: connection closed: github.com/coder/coder/v2/tailnet.(*Conn).UpdateNodes /home/…,,closed
9762,issue,flake: TerminalPage.test.tsx,browser/e2e/playwright,"flake: TerminalPage.test.tsx ``` FAIL test src/pages/TerminalPage/TerminalPage.test.tsx (6.515 s) ● TerminalPage › supports workspace.agent syntax expect(received).toContain(expected) // indexOf Expected substring: ""something to render"" Received string: "" "" ``` Seen on [main](https://github.com/coder/coder/actions/runs/6221409862/job/16883299473) flake: TerminalPage.test.tsx ``` FAIL test src/pages/TerminalPage/Termi…",,closed
9764,issue,flake: TestWorkspaceProxyWorkspaceApps_Wsconncache/ReconnectingPTY/SignedTokenQueryParameter,workspace/agent lifecycle,flake: TestWorkspaceProxyWorkspaceApps_Wsconncache/ReconnectingPTY/SignedTokenQueryParameter ``` pty.go:36: got: runner@ubuntu:~$ echo testtest pty.go:36: got: runner@ubuntu:~$ pty.go:36: got: runner@ubuntu:~$ apptest.go:1432: Error Trace: /home/runner/actions-runner/_work/coder/coder/coderd/workspaceapps/apptest/apptest.go:1432 /home/runner/actions-runner/_work/coder/coder/coderd/workspaceapps/apptest/apptest.go:99 …,,closed
9772,issue,test flake: TestTemplateInsights_Golden/multiple_users_and_workspaces,concurrency/race,"…19 11:50:02.980 [erro] batchstats: error inserting workspace agent stats error=""context canceled"" elapsed=2.955782ms ``` https://github.com/coder/coder/actions/runs/6235120273/job/16923682461?pr=9765 test flake: TestTemplateInsights_Golden/multiple_users_and_workspaces Seems to be failing because of a dropped error log: ``` t.go:90: 2023-09-19 11:50:02.980 [erro] batchstats: error inserting workspace agent stats erro…",,closed
9785,issue,flake: TestPostWorkspacesByOrganization/Create,timing/eventual consistency,…me/runner/actions-runner/_work/coder/coder/coderd/workspaces_test.go:488 Error: Condition never satisfied Test: TestPostWorkspacesByOrganization/Create ``` Seen on [main](https://github.com/coder/coder/actions/runs/6239179576/job/16936561535) flake: TestPostWorkspacesByOrganization/Create ``` workspaces_test.go:488: Error Trace: /home/runner/actions-runner/_work/coder/coder/coderd/workspaces_test.go:488 Error: Condit…,,closed
9793,issue,flake: Tests for TemplateSchedulePage sometimes time out,browser/e2e/playwright,"…t FAIL test src/pages/TemplateSettingsPage/TemplateSchedulePage/TemplateSchedulePage.test.tsx (78.533 s) ● TemplateSchedulePage › succeeds thrown: ""Exceeded timeout of 20000 ms for a test. Add a timeout value to this test to increase the timeout, if this is a long-running test. See https://jestjs.io/docs/api flake: Tests for TemplateSchedulePage sometimes time out Already working on this – just filing it as an issue …",,closed
9873,issue,"test flake: Test_parseInsightsInterval_week: Query param ""end_time"" must have the clock set to 00:00:00",timing/eventual consistency,"test flake: Test_parseInsightsInterval_week: Query param ""end_time"" must have the clock set to 00:00:00 Seen here: - https://github.com/coder/coder/actions/runs/6306577063/job/17122030191 - https://github.com/coder/coder/actions/runs/6306543246/job/17121847210 - https://github.com/coder/coder/actions/runs/6306335311/job/17121310558 ``` === Failed === FAIL: coderd Test_parseInsightsInterval_week/Two_weeks (0.00s) insi…",,closed
